timestamp,experiment,model,dataset_config,split,max_samples,shuffle_seed,chunk_source,prompt_template,similarity_threshold,embedding_layers,embedding_hook,max_cached_blocks,cache_dir,index_encoder,index_encoder_device,temperature,max_tokens,trust_remote_code,notes,tensor_parallel_size,gpu_memory_utilization,enable_fusion_cache,fusion_cache_dir,enable_semantic_text_cache,enable_exact_text_cache,preset,total_prompts,cache_hits,cache_hit_rate,avg_latency,avg_latency_hit,avg_latency_miss,answer_accuracy,wall_time,hit_breakdown
2025-12-11T15:27:02.563864,internvl35-4b_aggressive,OpenGVLab/InternVL3_5-4B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.78,"vision:512:0.80,prompt:384:0.78",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.29783685476286337,0.29783685476286337,,0.5,22.03061243146658,"{""text:exact"": 64}"
2025-12-11T15:39:59.679641,internvl35-8b_baseline,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.8,,none,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,False,False,,64,0,0.0,1.05892733176006,,1.05892733176006,0.828125,67.96717301011086,{}
2025-12-11T15:45:54.692762,internvl35-8b_conservative,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.82,"vision:512:0.85,prompt:384:0.82",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,61,0.953125,1.016701360058505,1.0225466288870475,0.8978475605448087,0.828125,67.32083414122462,"{""text:exact"": 61}"
2025-12-11T15:49:32.523543,internvl35-8b_moderate,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.8,"vision:512:0.82,prompt:384:0.80",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,1.0007079378701746,1.0007079378701746,,0.828125,65.75963913276792,"{""text:exact"": 64}"
2025-12-11T16:00:35.129101,internvl35-8b_aggressive,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.78,"vision:512:0.80,prompt:384:0.78",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,1.006094463984482,1.006094463984482,,0.828125,66.99680054932833,"{""text:exact"": 64}"
2025-12-11T16:33:07.175506,qwen3vl-2b_very_conservative,Qwen/Qwen3-VL-2B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.4562770131742582,0.4562770131742582,,0.5,31.147924304008484,"{""text:exact"": 64}"
2025-12-11T16:42:15.529034,qwen3vl-2b_very_conservative,Qwen/Qwen3-VL-2B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.3437212271965109,0.3437212271965109,,0.5,37.867709923535585,"{""text:exact"": 64}"
2025-12-11T16:43:47.951277,qwen3vl-2b_ultra_conservative,Qwen/Qwen3-VL-2B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.9,"vision:512:0.92,prompt:384:0.90",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.344498798775021,0.344498798775021,,0.5,34.83893486484885,"{""text:exact"": 64}"
2025-12-11T16:45:18.535079,qwen3vl-2b_maximum_precision,Qwen/Qwen3-VL-2B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.93,"vision:512:0.95,prompt:384:0.93",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.32882610167143866,0.32882610167143866,,0.5,34.925538685172796,"{""text:exact"": 64}"
2025-12-11T16:47:06.431045,qwen3vl-4b_very_conservative,Qwen/Qwen3-VL-4B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.27008974755881354,0.27008974755881354,,0.828125,30.24855762347579,"{""text:exact"": 64}"
2025-12-11T16:48:33.514877,qwen3vl-4b_ultra_conservative,Qwen/Qwen3-VL-4B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.9,"vision:512:0.92,prompt:384:0.90",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.28222488972824067,0.28222488972824067,,0.828125,30.46807200834155,"{""text:exact"": 64}"
2025-12-11T16:49:59.442742,qwen3vl-4b_maximum_precision,Qwen/Qwen3-VL-4B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.93,"vision:512:0.95,prompt:384:0.93",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.2746850444818847,0.2746850444818847,,0.828125,30.48792128264904,"{""text:exact"": 64}"
2025-12-12T02:00:19.720806,qwen3vl-8b_very_conservative,Qwen/Qwen3-VL-8B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.9213436434511095,0.9213436434511095,,0.75,71.8880603350699,"{""text:exact"": 64}"
2025-12-12T02:02:31.216731,qwen3vl-8b_ultra_conservative,Qwen/Qwen3-VL-8B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.9,"vision:512:0.92,prompt:384:0.90",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.9136966698570177,0.9136966698570177,,0.75,71.79684910550714,"{""text:exact"": 64}"
2025-12-12T02:04:45.399197,qwen3vl-8b_maximum_precision,Qwen/Qwen3-VL-8B-Instruct,val_balanced_instructions,val,64,7,question,You are assisting with the GQA benchmark. Answer the question based on the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.93,"vision:512:0.95,prompt:384:0.93",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.9228634316823445,0.9228634316823445,,0.75,71.40596136450768,"{""text:exact"": 64}"
2025-12-12T02:06:44.215330,internvl35-2b_very_conservative,OpenGVLab/InternVL3_5-2B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.5498674712143838,0.5498674712143838,,0.5,49.33363761380315,"{""text:exact"": 64}"
2025-12-12T02:08:13.861510,internvl35-2b_ultra_conservative,OpenGVLab/InternVL3_5-2B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.9,"vision:512:0.92,prompt:384:0.90",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.5515508886892349,0.5515508886892349,,0.5,48.59478786960244,"{""text:exact"": 64}"
2025-12-12T02:09:42.873835,internvl35-2b_maximum_precision,OpenGVLab/InternVL3_5-2B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.93,"vision:512:0.95,prompt:384:0.93",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.5476522090029903,0.5476522090029903,,0.5,48.09512735530734,"{""text:exact"": 64}"
2025-12-12T02:11:34.065493,internvl35-4b_very_conservative,OpenGVLab/InternVL3_5-4B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.20625165873207152,0.20625165873207152,,0.5,27.67421544343233,"{""text:exact"": 64}"
2025-12-12T02:12:47.093862,internvl35-4b_ultra_conservative,OpenGVLab/InternVL3_5-4B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.9,"vision:512:0.92,prompt:384:0.90",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.24095293140271679,0.24095293140271679,,0.5,26.54408662393689,"{""text:exact"": 64}"
2025-12-12T02:15:28.317378,internvl35-4b_maximum_precision,OpenGVLab/InternVL3_5-4B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.93,"vision:512:0.95,prompt:384:0.93",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,0.23194359883200377,0.23194359883200377,,0.5,26.01713762804866,"{""text:exact"": 64}"
2025-12-14T02:09:19.100012,internvl35-8b_very_conservative,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.88,"vision:512:0.90,prompt:384:0.88",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,61,0.953125,1.0143569891806692,1.020399758439572,0.891487347582976,0.828125,67.7588408216834,"{""text:exact"": 61}"
2025-12-14T02:14:26.762442,internvl35-8b_ultra_conservative,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.9,"vision:512:0.92,prompt:384:0.90",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,1.0095705683343112,1.0095705683343112,,0.828125,66.49191562831402,"{""text:exact"": 64}"
2025-12-14T02:18:15.021153,internvl35-8b_maximum_precision,OpenGVLab/InternVL3_5-8B-Instruct,val_balanced_instructions,val,64,7,question,<image>\nYou are assisting with the GQA benchmark. Answer the question using the referenced image.\nImage ID: {image_id}\nQuestion: {question}\nAnswer:,0.93,"vision:512:0.95,prompt:384:0.93",prompt_vision,,/workspace/experiment2/kv_chunks,sentence-transformers/all-MiniLM-L6-v2,cuda,0.0,64,True,,1,0.9,False,/workspace/experiment2/fusion_chunks,True,True,,64,64,1.0,1.010724009713158,1.010724009713158,,0.828125,66.51310779899359,"{""text:exact"": 64}"
